id,text,label,label_text,meta_doc_drugs,meta_prev_context,span_offsets,source_file,final_pred,agent_reasoning
LIPITOR.206_1,"Stopped taking it 7 days ago but the pain + other symptoms are not getting any better (all except blurred vison, that went away after 3 days off Lipitor).
",1,Related,Lipitor,"Debilitating muscle and joint pain, swelling of feet and hands, numbness and tingling in feet and hands, headaches, fatigue, blurred vision.
","141, 296",LIPITOR.206.txt,1,"The text describes physiological symptoms ('pain + other symptoms', 'blurred vision') that occurred while or after taking Lipitor, with blurred vision resolving after stopping the drug, indicating a causal relationship."
LIPITOR.206_2,"I am scared of permanet damage.
",0,Not-Related,Lipitor,"Stopped taking it 7 days ago but the pain + other symptoms are not getting any better (all except blurred vison, that went away after 3 days off Lipitor).
","296, 328",LIPITOR.206.txt,1,"The text describes a mental state (fear/anxiety) related to potential 'permanent damage', which, in the context of a drug, can be considered a psychological adverse event or a concern directly stemming from the drug's perceived risks."
LIPITOR.206_3,"I really really hope it is reversible, because I can't walk or do anything with my hands.
",0,Not-Related,Lipitor,"I am scared of permanet damage.
","328, 418",LIPITOR.206.txt,1,"The text describes severe physiological issues ('can't walk', 'can't do anything with my hands') which are not an indication for Lipitor and are implied to be a new, concerning problem ('hope it is reversible')."
LIPITOR.212_0,"sleeplessness, peripheral neuropathy (tingling, numbness), bizarre muscular sensations, rash, itch.
",1,Related,LIPITOR.212,,"0, 100",LIPITOR.212.txt,1,"The text describes multiple physiological issues (sleeplessness, peripheral neuropathy, muscular sensations, rash, itch) which are potential adverse drug events and not indications for Lipitor, nor are they negated or described as pre-existing."
LIPITOR.212_1,"Effective at lowering cholesterol, but not without side effects.
",0,Not-Related,LIPITOR.212,"sleeplessness, peripheral neuropathy (tingling, numbness), bizarre muscular sensations, rash, itch.
","100, 165",LIPITOR.212.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.212_2,"Do your research.
",0,Not-Related,LIPITOR.212,"Effective at lowering cholesterol, but not without side effects.
","165, 183",LIPITOR.212.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.212_3,"Inform your GP as soon as you experience anything strange.
",0,Not-Related,LIPITOR.212,"Do your research.
","183, 242",LIPITOR.212.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.212_4,"This class of medication was most likely produced by a marketing department, rather than sound scientific study.
",0,Not-Related,LIPITOR.212,"Inform your GP as soon as you experience anything strange.
","242, 355",LIPITOR.212.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.548_0,"heavy legs, muscle aches, confusion, not able to remember things like whether I had done something or where I had placed something, stomach upset, indigestion, insomnia, sweating, shaking, shortness of breath, twitching, depression worse, fibromyalgia much worse.
",1,Related,Lipitor,,"0, 264",LIPITOR.548.txt,1,"The text describes multiple physiological and mental symptoms, including muscle aches, confusion, memory issues, stomach upset, insomnia, and worsening of pre-existing conditions (depression, fibromyalgia), all of which are consistent with potential adverse drug events."
LIPITOR.548_1,"Did help lower my bad cholesterol but caused me to crave sweets and carbohydrates.
",1,Related,Lipitor,"heavy legs, muscle aches, confusion, not able to remember things like whether I had done something or where I had placed something, stomach upset, indigestion, insomnia, sweating, shaking, shortness of breath, twitching, depression worse, fibromyalgia much worse.
","264, 347",LIPITOR.548.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.548_2,"Constipation to the point I suffered bouts of diverticulitis.
",1,Related,Lipitor,"Did help lower my bad cholesterol but caused me to crave sweets and carbohydrates.
","347, 409",LIPITOR.548.txt,1,"The text describes physiological issues (constipation, diverticulitis) that occurred, implying they are potential adverse effects experienced during or after drug use. These are not indications for Lipitor, nor are they negated or described as pre-existing."
LIPITOR.548_3,It happened gradually,0,Not-Related,Lipitor,"Constipation to the point I suffered bouts of diverticulitis.
","409, 430",LIPITOR.548.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.548_4,"and I didn't realize it was Lipitor, neither did my MD, said perhaps beginning of MS or lupus.
",0,Not-Related,Lipitor,It happened gradually,"431, 526",LIPITOR.548.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.548_5,"I hope these side effects all go away eventually.

",0,Not-Related,Lipitor,"and I didn't realize it was Lipitor, neither did my MD, said perhaps beginning of MS or lupus.
","526, 577",LIPITOR.548.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.21_0,"I was on Voltaren to work as an anti-inflammatory for my infection.
",0,Not-Related,MORPHINE; Voltaren; aspirin,,"0, 68",VOLTAREN.21.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.21_1,"The drug was horrible.
",0,Not-Related,MORPHINE; Voltaren; aspirin,"I was on Voltaren to work as an anti-inflammatory for my infection.
","68, 91",VOLTAREN.21.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.21_2,"On second day of my medication, I experience an excruciating pain in my stomach, like gastric - but much worse.
",1,Related,MORPHINE; Voltaren; aspirin,"The drug was horrible.
","91, 203",VOLTAREN.21.txt,1,"The text describes a new, physiological symptom (excruciating stomach pain) that occurred after starting the medication. NSAIDs (Voltaren, aspirin) are known to cause gastrointestinal side effects."
VOLTAREN.21_3,"Along with that I also had a sharp pain on my shoulder and couldnt sit straight.
",0,Not-Related,MORPHINE; Voltaren; aspirin,"On second day of my medication, I experience an excruciating pain in my stomach, like gastric - but much worse.
","203, 284",VOLTAREN.21.txt,0,"The symptom described (sharp pain) is a primary indication for the drugs listed (MORPHINE, Voltaren, aspirin), which are pain relievers. The text does not explicitly state that the pain was caused by the drug or was a new symptom distinct from the condition being treated."
VOLTAREN.21_4,"I was admitted to hospital after 20 min of the pain and given MORPHINE when my doc knew that I was on Voltaren.
",0,Not-Related,MORPHINE; Voltaren; aspirin,"Along with that I also had a sharp pain on my shoulder and couldnt sit straight.
","284, 396",VOLTAREN.21.txt,0,"The text describes 'pain' as the reason for hospital admission and subsequent administration of MORPHINE. The pain is an indication for MORPHINE, not a side effect of it or Voltaren. No adverse event is described as being caused by the drugs."
VOLTAREN.21_5,"It was acute gastritis.
",0,Not-Related,MORPHINE; Voltaren; aspirin,"I was admitted to hospital after 20 min of the pain and given MORPHINE when my doc knew that I was on Voltaren.
","396, 420",VOLTAREN.21.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.21_6,"Worst adverse reaction I have ever experience.
",0,Not-Related,MORPHINE; Voltaren; aspirin,"It was acute gastritis.
","420, 467",VOLTAREN.21.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.21_7,"Doc told me to opt for non-NSAIDs such as aspirin next time.
",0,Not-Related,MORPHINE; Voltaren; aspirin,"Worst adverse reaction I have ever experience.
","467, 528",VOLTAREN.21.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.366_0,"I called in a refill for Lexapro and they refilled it with LIPITOR by mistake.
",0,Not-Related,LIPITOR; Lexapro; Lipitor,,"0, 79",LIPITOR.366.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.366_1,"I went through nearly that whole bottle of Lipitor before realizing the mistake.
",0,Not-Related,LIPITOR; Lexapro; Lipitor,"I called in a refill for Lexapro and they refilled it with LIPITOR by mistake.
","79, 160",LIPITOR.366.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.366_2,The side effects of this drug was that my MUSCLES ACHED so bad and my JOINTS HURT,1,Related,LIPITOR; Lexapro; Lipitor,"I went through nearly that whole bottle of Lipitor before realizing the mistake.
","160, 241",LIPITOR.366.txt,1,"The text explicitly states 'The side effects of this drug was that my MUSCLES ACHED so bad and my JOINTS HURT', directly attributing the physiological symptoms of muscle aches and joint pain to the drug. These are known potential adverse effects for drugs like Lipitor."
LIPITOR.366_3,"and I felt like an 85 yr old instead of a 42 yr old.
",1,Related,LIPITOR; Lexapro; Lipitor,The side effects of this drug was that my MUSCLES ACHED so bad and my JOINTS HURT,"242, 295",LIPITOR.366.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.366_4,"EXTREME EXHAUSTION.
",1,Related,LIPITOR; Lexapro; Lipitor,"and I felt like an 85 yr old instead of a 42 yr old.
","295, 315",LIPITOR.366.txt,1,"The text describes a physiological symptom (extreme exhaustion) which is not an indication for Lipitor or Lexapro, nor is it negated or stated as pre-existing."
LIPITOR.366_5,It was bad enough that I unknowingly ramped up on LIPITOR and had to suffer those side effects but I was also as a result cold turkey on my anti-depressant,0,Not-Related,LIPITOR; Lexapro; Lipitor,"EXTREME EXHAUSTION.
","315, 470",LIPITOR.366.txt,1,"The text explicitly states the user 'had to suffer those side effects' due to 'LIPITOR', indicating an adverse drug event."
LIPITOR.366_6,"so I had to endure its nasty cold turkey withdrawal symptoms.
",0,Not-Related,LIPITOR; Lexapro; Lipitor,It was bad enough that I unknowingly ramped up on LIPITOR and had to suffer those side effects but I was also as a result cold turkey on my anti-depressant,"471, 533",LIPITOR.366.txt,1,"The text describes 'cold turkey withdrawal symptoms,' which are physiological issues occurring after discontinuing a drug. Lexapro, an antidepressant in the drug context, is known to cause withdrawal symptoms upon abrupt cessation."
LIPITOR.366_7,"I know that for two weeks I could only work a half day before I HAD to go home and PASS OUT.
",0,Not-Related,LIPITOR; Lexapro; Lipitor,"so I had to endure its nasty cold turkey withdrawal symptoms.
","533, 626",LIPITOR.366.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.366_8,"Then I took another week for vacation.
",0,Not-Related,LIPITOR; Lexapro; Lipitor,"I know that for two weeks I could only work a half day before I HAD to go home and PASS OUT.
","626, 665",LIPITOR.366.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.366_9,"Went to the doc after the first two weeks of the torment but EVERYTHING checked good cause we didn't know about the Lexapro/Lipitor swap.
",0,Not-Related,LIPITOR; Lexapro; Lipitor,"Then I took another week for vacation.
","665, 803",LIPITOR.366.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.366_10,I felt like a hypochondriac,0,Not-Related,LIPITOR; Lexapro; Lipitor,"Went to the doc after the first two weeks of the torment but EVERYTHING checked good cause we didn't know about the Lexapro/Lipitor swap.
","803, 830",LIPITOR.366.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.366_11,"but I knew the bone deep aches were not my imagination.
",1,Related,LIPITOR; Lexapro; Lipitor,I felt like a hypochondriac,"831, 887",LIPITOR.366.txt,1,"The text describes 'bone deep aches,' which is a physiological symptom (pain/discomfort). This is a known potential side effect of statins like Lipitor. The phrasing implies a new or concerning symptom experienced by the patient."
LIPITOR.366_12,"NOW, I check the markings on my pills.
",0,Not-Related,LIPITOR; Lexapro; Lipitor,"but I knew the bone deep aches were not my imagination.
","887, 926",LIPITOR.366.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.366_13,"Its been over a month back on Lexapro and I STILL have joints that bark at me that I never had problems with before.
",1,Related,LIPITOR; Lexapro; Lipitor,"NOW, I check the markings on my pills.
","926, 1043",LIPITOR.366.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.428_0,"I started Lipitor more than two years ago.
",0,Not-Related,Lipitor,,"0, 43",LIPITOR.428.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.428_1,"Cholesterol levels were just right.
",0,Not-Related,Lipitor,"I started Lipitor more than two years ago.
","43, 79",LIPITOR.428.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.428_2,"However, about a month ago, I started to feel leg pain/spasm/weakness/depressed/suicidal, joint pain and so forth.
",1,Related,Lipitor,"Cholesterol levels were just right.
","79, 194",LIPITOR.428.txt,1,"The text describes new onset physiological and mental health symptoms (leg pain, spasm, weakness, depression, suicidal ideation, joint pain) that are not indications for Lipitor and started recently."
LIPITOR.428_3,"I stopped taking it the same day I felt these symptoms.
",0,Not-Related,Lipitor,"However, about a month ago, I started to feel leg pain/spasm/weakness/depressed/suicidal, joint pain and so forth.
","194, 250",LIPITOR.428.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.428_4,"My regular exercise and badminton both have been affected by this medication.
",0,Not-Related,Lipitor,"I stopped taking it the same day I felt these symptoms.
","250, 328",LIPITOR.428.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.428_5,"May be in the near future I would take this drug company to court.
",0,Not-Related,Lipitor,"My regular exercise and badminton both have been affected by this medication.
","328, 395",LIPITOR.428.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.428_6,"If you feel any of the symptoms, please dicontinue this drug.
",0,Not-Related,Lipitor,"May be in the near future I would take this drug company to court.
","395, 457",LIPITOR.428.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.164_0,"Joint and muscle pain; leg and foot cramping.
",1,Related,LIPITOR.164,,"0, 46",LIPITOR.164.txt,1,"The text describes physiological issues (joint and muscle pain, leg and foot cramping) which are known potential side effects of statin medications like Lipitor, and are not the indication for the drug."
LIPITOR.165_0,"Pectoral chest pain- stabbing sharp pains, increasing in frequency as time passed.
",1,Related,Mavik 1mg,,"0, 83",LIPITOR.165.txt,1,The text describes a physiological issue (pectoral chest pain) which is a potential adverse event and not an indication for Mavik 1mg.
